user,liked,shared,bucketlist,purchased,attended,createdAt,score,age,avg_accomodation_cost,avg_transport_cost,safari,art,food,history,nature,outdoors,sports,culture,drinks,entertainment,wellness,name,description,coverImage,adventureLevel,price,categories,personalities,gender_Male,accomodation_preference_Guesthouse,accomodation_preference_Hostel,accomodation_preference_Hotel,accomodation_preference_Resort,accomodation_preference_Riad,accomodation_preference_Vacation rental,accomodation_preference_Villa,transport_preference_Bus,transport_preference_Car,transport_preference_Car rental,transport_preference_Ferry,transport_preference_Flight,transport_preference_Plane,transport_preference_Subway,transport_preference_Train,featured
1,1,1,0,0,0,5/21/23 11:22,2,35,1200,600,2.02,1.54,1.8,1.9,1.9,1.86,1.39,1.79,5,2.03,1.4,Wasini Day Trip,"Look for dolphins as you cruise the Indian Ocean then snorkel among rich marine life on this fascinating trip, with transfers from select Diani Beach hotels. Learn about East Africa's dark history on a tour of the Slave Caves in Shimoni fishing village, then board a traditional dhow to sail to Wasini Island and snorkel the Kisite-Mpunguti Marine National Park and Reserve. Stay fueled with lunch, snacks, and drinks.",https://firebasestorage.googleapis.com/v0/b/tajriba-e93b6.appspot.com/o/images%2Fexperiences%2Fwasini%20day%20tri.jpeg?alt=media&token=b8ad620b-ae85-4681-91ea-dc685e8d3705,5,6500,"['sports, 'wellness']",['wellnessSeeker'],1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,6/10/23 6:36,1,35,1200,600,2.02,1.54,1.8,1.9,1.9,1.86,1.39,1.79,5,2.03,1.4,Tour the Fort Jesus Museum,"Embark on a journey through history at Fort Jesus Museum, a living testament to Kenya's rich maritime heritage. Explore the well-preserved fortress that once guarded the coastal town of Mombasa. Its intriguing architecture and strategic design offer a glimpse into a bygone era of trade, conquest, and cultural exchange.

Inside, an impressive collection of artifacts and exhibits vividly narrate the story of the Swahili Coast, showcasing the diverse cultures and influences that shaped this region. From ancient pottery to weaponry, each item tells a tale of resilience and adaptation.

The museum's location, overlooking the Indian Ocean, provides a spectacular backdrop to your historical exploration. It's a mesmerizing blend of natural beauty and human ingenuity.

For history buffs and curious minds alike, Fort Jesus Museum is a captivating journey through time. It's a chance to connect with Kenya's seafaring past and gain a deeper appreciation for its place in global history. Don't miss this opportunity to be transported to an era of exploration and cultural exchange. Fort Jesus Museum invites you to be part of its living legacy!




",https://res.cloudinary.com/dwjoypmhg/image/upload/v1695038672/experiences/images/tld8mkxi2axiyeidv86c.jpg,4.833333333,5555,"['culture', 'art', 'history', 'outdoors', 'nature']","['beachLover', 'natureLover', 'cityExplorer', 'cultureLover', 'artLover', 'photographyLover']",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,9/12/23 11:15,0,35,1200,600,2.02,1.54,1.8,1.9,1.9,1.86,1.39,1.79,5,2.03,1.4,Kazuri Beads Factory Tour,"Step into the world of Kazuri Beads Factory, where creativity meets empowerment. This enchanting workshop is a testament to the skill and artistry of Kenyan women, who craft exquisite ceramic beads and pottery.

Witness the intricate process as these talented artisans shape, paint, and glaze each bead by hand. The result? Unique, one-of-a-kind creations that reflect the vibrant culture of Kenya.

By supporting Kazuri, you're not just acquiring beautiful jewelry and pottery; you're empowering local women and contributing to sustainable, fair-trade practices. Each purchase directly impacts the lives of these artisans, providing them with fair wages, healthcare, and education.

Whether you're seeking a meaningful souvenir or simply appreciating the artistry, a visit to Kazuri Beads Factory is an opportunity to be part of a positive change. Come, experience the beauty of Kenyan craftsmanship and be a part of a story of empowerment and artistry.




",https://res.cloudinary.com/dwjoypmhg/image/upload/v1694273758/experiences/images/ri0ub0jkldferb1fkdkq.jpg,5.2,5555,"['art', 'outdoors']","['cultureLover', 'cityExplorer', 'photographyLover', 'fashionLover', 'artLover']",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,1,0,0,7/8/23 3:25,1,35,1200,600,2.02,1.54,1.8,1.9,1.9,1.86,1.39,1.79,5,2.03,1.4,Souvenir Shopping at Maasai Market,"Dive into the vibrant world of Kenyan artistry at the Maasai Market. This bustling marketplace is a kaleidoscope of color and creativity, where skilled artisans showcase their finest crafts. From intricately beaded jewelry to hand-carved sculptures, every piece tells a story of tradition and craftsmanship.

Engage with the warm and welcoming Maasai vendors, who share the stories behind their creations. The market offers a unique opportunity to acquire authentic, one-of-a-kind souvenirs directly from the hands of the talented makers.

The Maasai Market is a cultural experience in itself, offering a glimpse into the traditions and heritage of the Maasai people. It's a chance to support local artists and take home a piece of Kenya's artistic legacy.

Whether you're seeking a special keepsake or simply reveling in the sensory delight of the market, this bustling hub of creativity is a must-visit. Don't miss the chance to explore the Maasai Market and take home a piece of Kenya's artistic soul!





",https://res.cloudinary.com/dwjoypmhg/image/upload/v1694272447/experiences/images/lerlksreckawutchptff.jpg,4,5555,"['art', 'culture', 'outdoors']","['cultureLover', 'photographyLover', 'fashionLover']",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,1,1,0,4/8/23 9:57,4,35,1200,600,2.02,1.54,1.8,1.9,1.9,1.86,1.39,1.79,5,2.03,1.4,Wasini Day Trip,"Look for dolphins as you cruise the Indian Ocean then snorkel among rich marine life on this fascinating trip, with transfers from select Diani Beach hotels. Learn about East Africa's dark history on a tour of the Slave Caves in Shimoni fishing village, then board a traditional dhow to sail to Wasini Island and snorkel the Kisite-Mpunguti Marine National Park and Reserve. Stay fueled with lunch, snacks, and drinks.",https://firebasestorage.googleapis.com/v0/b/tajriba-e93b6.appspot.com/o/images%2Fexperiences%2Fwasini%20day%20tri.jpeg?alt=media&token=b8ad620b-ae85-4681-91ea-dc685e8d3705,5,6500,"['sports, 'wellness']",['wellnessSeeker'],1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,0,0,3/27/23 21:30,1,35,1200,600,2.02,1.54,1.8,1.9,1.9,1.86,1.39,1.79,5,2.03,1.4,Art Viewing at Nairobi Gallery,"Journey into the heart of Kenyan art and culture at the Nairobi Gallery. Housed in a historic building, this enchanting space showcases a diverse collection of contemporary and traditional African art. From vibrant paintings to intricately carved sculptures, every piece tells a story of creativity and heritage.

The gallery also features a captivating exhibition on the life and works of renowned Kenyan artist S.M. Ngurangani. It's a rare opportunity to delve into the legacy of a local artistic icon.

For history enthusiasts, the gallery is situated in the old PC's office, a colonial-era building with its own rich story. The architecture itself is a window into Nairobi's past.

Whether you're an art lover, a history buff, or simply seeking inspiration, the Nairobi Gallery offers a dynamic and enriching experience. Come, be captivated by the artistic tapestry that defines Kenya's cultural landscape. Don't miss this chance to immerse yourself in the vibrant world of Kenyan art at the Nairobi Gallery!





",https://res.cloudinary.com/dwjoypmhg/image/upload/v1694277631/experiences/images/xq3ezzjklmsjlvdhnibi.jpg,4,5555,"['art', 'history', 'outdoors', 'culture']","['cityExplorer', 'cultureLover', 'photographyLover', 'artLover']",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,0,9/15/23 17:00,2,35,1200,600,2.02,1.54,1.8,1.9,1.9,1.86,1.39,1.79,5,2.03,1.4,Lunch with Elephants : Sheldrick Wildlife Trust,"Embark on a transformative journey at the Sheldrick Wildlife Trust. This sanctuary stands as a beacon of hope for orphaned elephants and rhinos, providing them with expert care and unwavering love. Witness firsthand the incredible dedication of the caretakers as they nurture these majestic creatures back to health.

Immerse yourself in the heartwarming stories of resilience and recovery, and learn about the Trust's pioneering conservation efforts. The educational programs offer a deep understanding of wildlife conservation, inspiring a new generation of stewards for our planet.

In this sanctuary of compassion, you have the opportunity to adopt an orphaned elephant and become a part of their extraordinary journey to freedom. Your visit to the Sheldrick Wildlife Trust isn't just a visit; it's a chance to be a force of positive change for our endangered wildlife.",https://res.cloudinary.com/dwjoypmhg/image/upload/v1694254704/experiences/images/lcgzms8haoconjcg87or.jpg,6.5,5555,"['nature',  'safari']","['photographyLover', 'natureLover']",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,1,1,7/6/23 22:53,3,35,1200,600,2.02,1.54,1.8,1.9,1.9,1.86,1.39,1.79,5,2.03,1.4,Wasini Day Trip,"Look for dolphins as you cruise the Indian Ocean then snorkel among rich marine life on this fascinating trip, with transfers from select Diani Beach hotels. Learn about East Africa's dark history on a tour of the Slave Caves in Shimoni fishing village, then board a traditional dhow to sail to Wasini Island and snorkel the Kisite-Mpunguti Marine National Park and Reserve. Stay fueled with lunch, snacks, and drinks.",https://firebasestorage.googleapis.com/v0/b/tajriba-e93b6.appspot.com/o/images%2Fexperiences%2Fwasini%20day%20tri.jpeg?alt=media&token=b8ad620b-ae85-4681-91ea-dc685e8d3705,5,6500,"['sports, 'wellness']",['wellnessSeeker'],1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,0,0,11/9/23 1:33,1,35,1200,600,2.02,1.54,1.8,1.9,1.9,1.86,1.39,1.79,5,2.03,1.4,Tour the Fort Jesus Museum,"Embark on a journey through history at Fort Jesus Museum, a living testament to Kenya's rich maritime heritage. Explore the well-preserved fortress that once guarded the coastal town of Mombasa. Its intriguing architecture and strategic design offer a glimpse into a bygone era of trade, conquest, and cultural exchange.

Inside, an impressive collection of artifacts and exhibits vividly narrate the story of the Swahili Coast, showcasing the diverse cultures and influences that shaped this region. From ancient pottery to weaponry, each item tells a tale of resilience and adaptation.

The museum's location, overlooking the Indian Ocean, provides a spectacular backdrop to your historical exploration. It's a mesmerizing blend of natural beauty and human ingenuity.

For history buffs and curious minds alike, Fort Jesus Museum is a captivating journey through time. It's a chance to connect with Kenya's seafaring past and gain a deeper appreciation for its place in global history. Don't miss this opportunity to be transported to an era of exploration and cultural exchange. Fort Jesus Museum invites you to be part of its living legacy!




",https://res.cloudinary.com/dwjoypmhg/image/upload/v1695038672/experiences/images/tld8mkxi2axiyeidv86c.jpg,4.833333333,5555,"['culture', 'art', 'history', 'outdoors', 'nature']","['beachLover', 'natureLover', 'cityExplorer', 'cultureLover', 'artLover', 'photographyLover']",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,0,8/30/23 8:54,2,35,1200,600,2.02,1.54,1.8,1.9,1.9,1.86,1.39,1.79,5,2.03,1.4,Out of Africa Experience : Karen Blixen Museum,"Step into the captivating world of Karen Blixen at her namesake museum. Wander through the very rooms where the author of ""Out of Africa"" lived and be transported to colonial Kenya. The beautifully preserved estate and lush gardens provide a vivid glimpse into a bygone era.

Marvel at the carefully curated exhibits showcasing Blixen's life, her works, and the rich history of the region. From vintage photographs to personal memorabilia, every corner tells a story.

Explore the serene landscape that inspired her writing, and relish the tranquility that still lingers in the air. Don't miss this chance to walk in the footsteps of a literary legend. The Karen Blixen Museum promises an unforgettable journey through time.",https://res.cloudinary.com/dwjoypmhg/image/upload/v1694252354/experiences/images/o8hdf40ho9rwdefwdkrf.jpg,4,5555,"['history', 'art']","['filmEnthusiast',  'photographyLover', 'artLover']",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,0,7/26/23 1:55,2,35,1200,600,2.02,1.54,1.8,1.9,1.9,1.86,1.39,1.79,5,2.03,1.4,Dive into the Fourteen Falls,"Fourteen Falls is nature's masterpiece. Witness the breathtaking waterfall surrounded by lush greenery. Capture the magic on a boat ride or from the viewing platforms. It's a haven for nature lovers, offering a day of adventure and serenity. Experience this marvel just a short trip from Nairobi. Don't miss the chance to be awed by Fourteen Falls!",https://res.cloudinary.com/dwjoypmhg/image/upload/v1694278245/experiences/images/lbol49qlbz42max3vh9r.jpg,6,5555,"['nature', 'outdoors']","['cityExplorer', 'photographyLover', 'natureLover']",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,0,1,0,0,5/14/23 6:55,2,35,1200,600,2.02,1.54,1.8,1.9,1.9,1.86,1.39,1.79,5,2.03,1.4,Wasini Day Trip,"Look for dolphins as you cruise the Indian Ocean then snorkel among rich marine life on this fascinating trip, with transfers from select Diani Beach hotels. Learn about East Africa's dark history on a tour of the Slave Caves in Shimoni fishing village, then board a traditional dhow to sail to Wasini Island and snorkel the Kisite-Mpunguti Marine National Park and Reserve. Stay fueled with lunch, snacks, and drinks.",https://firebasestorage.googleapis.com/v0/b/tajriba-e93b6.appspot.com/o/images%2Fexperiences%2Fwasini%20day%20tri.jpeg?alt=media&token=b8ad620b-ae85-4681-91ea-dc685e8d3705,5,6500,"['sports, 'wellness']",['wellnessSeeker'],1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,4/19/23 18:56,1,35,1200,600,2.02,1.54,1.8,1.9,1.9,1.86,1.39,1.79,5,2.03,1.4,Boat Ride & Crescent Island Walking Safari,"Discover the enchanting Crescent Island with a Boat Ride and Walking Safari. Your adventure begins as we glide across the shimmering waters of Lake Naivasha to this exclusive private island. Once ashore, you'll be welcomed by a stunning array of wildlife, including impalas and graceful ostriches. A knowledgeable guide will illuminate the island's history, formed by volcanic activity, and how the submerged acacias represent its ever-changing story.

This walking safari is more than a nature stroll; it's a voyage through time. As you explore the island, you'll gain a profound appreciation for its evolving landscape and the remarkable creatures that inhabit it. Crescent Island beckons you to connect with the natural world and fosters a sense of stewardship for our environment.

Immerse yourself in the serenity of this sanctuary, where the bond between humanity and nature is palpable. The Boat Ride and Crescent Island Walking Safari is an invitation to join the island's story, witness nature's resilience, and embrace the call to preserve our planet's wonders.",https://res.cloudinary.com/dwjoypmhg/image/upload/v1697143336/experiences/images/hndnf0bdzpiti5f5wppe.png,6.6,4500,"['safari', 'nature', 'outdoors', 'wellness']","['cultureLover', 'sunChaser', 'wellnessSeeker', 'natureLover', 'romantincAtHeart']",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
